8	0	0	0	-8	0	0	0	8	0	0	0	-8	0	0	0
0	8	0	0	0	-8	0	0	0	8	0	0	0	-8	0	0
0	0	8	0	0	0	-8	0	0	0	8	0	0	0	-8	0
0	0	0	8	0	0	0	-8	0	0	0	8	0	0	0	-8
24	0	0	0	-24	0	0	0	24	0	0	0	-24	0	0	0
0	24	0	0	0	-24	0	0	0	24	0	0	0	-24	0	0
0	0	24	0	0	0	-24	0	0	0	24	0	0	0	-24	0
0	0	0	24	0	0	0	-24	0	0	0	24	0	0	0	-24
40	0	0	0	-40	0	0	0	40	0	0	0	-40	0	0	0
0	40	0	0	0	-40	0	0	0	40	0	0	0	-40	0	0
0	0	40	0	0	0	-40	0	0	0	40	0	0	0	-40	0
0	0	0	40	0	0	0	-40	0	0	0	40	0	0	0	-40
56	0	0	0	-56	0	0	0	56	0	0	0	-56	0	0	0
0	56	0	0	0	-56	0	0	0	56	0	0	0	-56	0	0
0	0	56	0	0	0	-56	0	0	0	56	0	0	0	-56	0
0	0	0	56	0	0	0	-56	0	0	0	56	0	0	0	-56
